ID,SeriousDlqin2yrs
129460,0.426644
134018,0.104198866
86523,0.1933285
138466,0.07927493
143905,0.049562242
118893,0.9419695
124587,0.054648586
136337,0.5914386
16700,0.18681918
57857,0.34320334
15734,0.11534802
108865,0.100062266
70643,0.18564416
63937,0.16118817
45630,0.8928189
134,0.13776422
19051,0.08211653
70017,0.10763538
141425,0.100974485
54428,0.1617168
22909,0.597516
50665,0.80297506
14452,0.09898883
25646,0.47205287
7670,0.83846754
58203,0.10486861
34957,0.1853059
12339,0.101568274
57387,0.1673501
135184,0.08767885
67705,0.7286881
88706,0.06557802
50761,0.072857484
128898,0.8661887
141806,0.92871004
26485,0.10082442
35726,0.5863924
7684,0.19003181
110249,0.05739908
93798,0.9431483
15352,0.22806057
124345,0.5417551
114161,0.08017558
134264,0.70054966
25722,0.12825215
80217,0.052072953
39434,0.26500353
148053,0.31064644
36794,0.045719374
36180,0.14341791
111180,0.27796087
109175,0.34400198
89108,0.119478956
102313,0.10774661
1237,0.78421366
115697,0.65036833
117088,0.6196557
32708,0.10396853
56470,0.55215913
32678,0.32560477
7520,0.083977535
19850,0.90037864
59381,0.121370524
72715,0.47442648
120597,0.6664489
64821,0.5336389
85756,0.85337853
87380,0.6100567
4468,0.5651455
117685,0.11879146
14303,0.49599367
137190,0.11474601
16530,0.22247876
87639,0.16670132
52576,0.180072
51230,0.5508482
8197,0.6253056
8926,0.07553128
12082,0.1751561
36469,0.22673455
71537,0.64605016
143473,0.25354913
40512,0.45397213
142333,0.06953121
122859,0.18251283
123494,0.93107057
11783,0.16706382
93815,0.3740842
34965,0.20521106
28589,0.6055121
4382,0.19715695
103120,0.16349292
67853,0.06956364
1341,0.10075916
61792,0.058311295
133333,0.12726027
33457,0.18076864
84785,0.28582937
88130,0.065538004
44198,0.1081617
119157,0.08471109
24998,0.08817667
122763,0.5616133
121251,0.84372425
78085,0.61456335
5826,0.6488391
10776,0.49000612
149700,0.31832808
41971,0.055985708
45082,0.5379343
99466,0.6512474
105695,0.22285955
46531,0.103893265
92571,0.09743616
149280,0.86751896
9307,0.08463437
3832,0.8746411
136229,0.46774405
9749,0.24646628
22416,0.20911954
8923,0.38282177
122317,0.09513596
75316,0.14108872
90063,0.15796185
125217,0.12676243
7152,0.33596525
98829,0.053093795
7731,0.19703723
73791,0.565207
77593,0.27026373
44064,0.10396624
97789,0.05294769
96776,0.057093505
65178,0.81116885
91449,0.2490176
99847,0.58542633
67431,0.43254766
37950,0.20622861
25116,0.15624794
125291,0.5553354
81884,0.093128674
54800,0.6504891
56112,0.4716518
101235,0.06643123
46574,0.21245265
40808,0.44536036
142283,0.19503526
51874,0.07985114
51128,0.9541436
114138,0.22615558
13547,0.17637026
6473,0.06950672
26439,0.8322863
117091,0.83316725
18597,0.07102807
94348,0.16328074
30020,0.12980257
63311,0.54480577
29567,0.64778495
137357,0.26321414
116355,0.12609977
16821,0.07850043
145830,0.663628
94237,0.0685977
138891,0.064275205
125287,0.16825137
43538,0.7410304
18098,0.8710056
11471,0.13131674
50859,0.72762805
105579,0.15955004
1026,0.77999455
48669,0.08597516
4369,0.40126657
8675,0.07576501
30495,0.08662458
46390,0.26866636
85342,0.27667198
145455,0.69286853
84151,0.13610551
99728,0.69055307
51431,0.45594037
40461,0.34864628
74752,0.46274784
146347,0.1799709
89627,0.123192616
119495,0.61828876
5535,0.4548014
6886,0.44007188
82573,0.1711655
5856,0.14738078
112565,0.09619423
141875,0.24441276
116917,0.14282264
82648,0.38313508
61263,0.23750247
149132,0.26683652
136782,0.07650212
73326,0.64493704
36736,0.33594316
135464,0.13463143
134733,0.11521193
109407,0.26618838
80387,0.29442
69821,0.13371369
36225,0.05631807
106353,0.6366329
23899,0.3631092
98340,0.57777005
1459,0.134061
124570,0.25608942
125522,0.13057992
65121,0.13551818
111475,0.06371733
134388,0.6127743
136272,0.50033695
63305,0.12524273
51318,0.16855846
124790,0.106861204
137374,0.12364873
61364,0.6873887
130363,0.9171358
115501,0.9442978
126422,0.64982784
74959,0.1191288
20728,0.046306074
98840,0.09062329
86036,0.05932637
126021,0.08177438
106773,0.22717875
114366,0.3179637
38396,0.38840312
64618,0.6170872
44641,0.83546305
15441,0.20304199
70716,0.09723912
149477,0.08106544
4458,0.732073
85932,0.12421581
96810,0.6497853
35535,0.97037864
25662,0.3798595
81621,0.4927953
50408,0.099126354
91625,0.46349147
144293,0.13911581
102549,0.18720526
126255,0.6199203
121831,0.5300024
102237,0.5372344
87682,0.6185891
1128,0.70056415
113669,0.14116777
143810,0.28565222
2537,0.10702479
32514,0.10416059
27431,0.24505772
12324,0.045889974
4255,0.10707239
120638,0.8346991
140287,0.06906181
15575,0.1384959
102682,0.43209863
66848,0.24530119
42860,0.086935125
64695,0.55739146
78618,0.0974657
125868,0.13030915
95046,0.39019194
148199,0.069993444
48429,0.66378677
103265,0.40540487
88744,0.33287233
95916,0.115237564
85231,0.0981817
59848,0.1134099
102903,0.049367033
6418,0.44000754
56585,0.18017888
16433,0.082483046
143329,0.5384289
35325,0.6131335
129113,0.47869995
20640,0.2510917
81767,0.82262117
125251,0.11637838
111116,0.8545748
78367,0.10538133
91129,0.6013869
100868,0.2053294
142892,0.07972752
54362,0.31885034
90671,0.1513341
68108,0.0670283
24347,0.21048127
64400,0.078486525
11051,0.046724834
23652,0.09468134
35741,0.07474557
106355,0.96394855
43631,0.084314436
60105,0.42979655
4167,0.2929928
139748,0.21575616
108628,0.15121353
130842,0.15594435
73121,0.6834001
144847,0.67155445
98908,0.25717437
107258,0.11221301
7310,0.23807915
66363,0.55951846
105182,0.13690604
109290,0.34347183
30480,0.11959154
117321,0.15527537
101188,0.9243086
51893,0.0521311
72716,0.16137692
133102,0.13587923
25151,0.14244857
87813,0.8854902
75161,0.05541211
69389,0.077754155
99673,0.49857274
124140,0.079534754
78958,0.21767469
93773,0.11954235
48062,0.4217
127963,0.10772794
92341,0.22394846
51786,0.29667312
123328,0.07254933
86416,0.06516225
48391,0.18981479
7238,0.9208047
77088,0.1097726
60633,0.41963282
127141,0.106490254
83640,0.12607633
94760,0.37596965
99612,0.30374417
75729,0.093856454
74668,0.10156344
91592,0.4898464
8120,0.115238234
52033,0.2981899
91872,0.14465304
3618,0.04849695
18561,0.06656919
113602,0.089147024
140838,0.64024675
148161,0.41081
145995,0.14073843
38762,0.14942397
11025,0.09619301
60824,0.07175772
30964,0.21195501
34568,0.449802
44328,0.20727676
77621,0.08189293
17489,0.65221244
1449,0.47683525
111125,0.100108385
56855,0.21405827
21162,0.49893367
21765,0.5290505
70454,0.15030551
141564,0.7689219
122653,0.08590446
81969,0.11870827
6623,0.14330235
13636,0.26413587
35440,0.95734555
427,0.47025174
91482,0.15843064
16494,0.9323549
9668,0.16604064
25314,0.059433542
6527,0.85738194
113696,0.44681317
120716,0.2947266
123407,0.30694652
6045,0.3034119
102619,0.49065587
89593,0.3373977
146461,0.08748202
144504,0.18187599
33304,0.9103022
38522,0.10337951
35919,0.17471305
12916,0.25020278
64933,0.5625869
65146,0.4040219
20257,0.80333775
13337,0.40656564
49821,0.8414916
35035,0.058646653
52244,0.13975443
61391,0.08033916
59255,0.18975411
82951,0.11321361
77312,0.521588
121599,0.26840737
73110,0.17147087
63200,0.18831515
148328,0.08873589
134738,0.61766803
12550,0.27825108
36966,0.4048742
117478,0.1351693
7824,0.6538786
18671,0.10846544
12238,0.085711986
113183,0.18296723
138486,0.64287144
135525,0.063370585
89449,0.4194377
74982,0.11367168
82665,0.098511405
148908,0.18084863
110931,0.09800644
135483,0.2579332
74838,0.3115578
113813,0.49194646
74545,0.9043143
98377,0.14671798
4788,0.29592797
17861,0.09014441
48878,0.83122516
33410,0.7647954
31696,0.055950373
114449,0.07725602
25788,0.14694655
141779,0.08293295
94354,0.053068317
20374,0.30433986
35587,0.06930296
53581,0.43491393
96356,0.49981207
55729,0.23359933
127598,0.13268568
23760,0.31107584
75498,0.064736165
18516,0.14660364
47209,0.11913145
20941,0.13098818
48549,0.26933423
59387,0.67319417
119215,0.18285422
72253,0.16899115
